date,Compensation of employees,Decrease in financial assets,Decrease in liabilities,Decrease in non-financial assets,Dividends,Domestic,Excise duty,Expenditure,Fixed assets,Foreign,From domestic products,From imported products,Goods and services,Grants,Import tax,Income,Income tax,Increase in financial assets,Increase in liabilities,Increase in non-financial assets,Interest,Inventories,Loans,Non-produced assets,Other expenses,Other revenues,Other taxes,Profit tax,Rent,Revenues,Sale of goods and services,Sanctions (fines and penalties),Shares and other equity,Social security,State budget balance,Subsidies,Taxes,Valuables,Value added tax,Voluntary transfers other than grants,interest,is_weekend,is_holiday
2024-05-21,87594877.75,0.0,0.0,0.0,0.0,0.0,10321377.44,130799415.54,0.0,71608.78,6058323.3,27602267.92,13324359.87,8310323.68,480444.29,77508530.45,13419885.55,0.0,71608.78,7527868.87,0.0,0.0,0.0,0.0,4843839.4,2955628.68,26207282.71,409063.45,2712.5,77580139.23,149002.44,2410906.06,0.0,7807024.27,2262852635.06,1766756.25,74177267.22,0.0,23339213.78,393007.68,0.0,0,0
2024-05-22,15412786.74,0.0,1839971.2,0.0,0.0,0.0,12795314.37,53668833.55,0.0,4321.28,4646381.33,27661048.46,9560229.68,5088897.0,294856.79,61161080.96,2094789.17,0.0,4321.28,4522812.38,798827.42,0.0,0.0,0.0,6224083.85,4633484.2,20547045.89,568441.13,0.0,61165402.24,322006.31,415896.09,0.0,8623281.98,2270350557.75,2312956.29,55812583.77,0.0,19512115.42,722836.59,3172745.21,0,0
2024-05-23,2871092.47,0.0,3807620.56,420.0,0.0,74387116.86,5438386.86,42002762.74,420.0,171770.55,15804965.65,13481905.96,6543596.04,7041409.51,209322.84,50620338.94,3196888.52,0.0,74558887.41,7445732.89,3091564.87,0.0,0.0,0.0,3191551.25,2945999.02,14320584.09,406463.95,0.0,125179646.35,811966.17,388726.67,0.0,6348808.51,2353531515.36,1915595.55,47420131.01,0.0,23848484.75,1201196.59,544109.59,0,0
2024-05-24,44598140.85,0.0,0.0,32863.61,0.0,0.0,222446.72,168301901.01,32863.61,1390384.35,2912370.25,4834997.140000001,17821175.69,24920848.87,-25098.22,85423193.55,5157830.62,0.0,1390384.35,46206616.34,0.0,0.0,0.0,0.0,11374065.37,2578194.31,68923782.29,527600.89,1478.75,86846441.51,1174903.4,460884.94,0.0,17191872.43,2272077493.66,6702697.73,82331482.97,0.0,7524920.67,940927.22,0.0,0,0
2024-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2024-05-27,1322161.77,0.0,3069214.78,0.0,0.0,0.0,12336668.28,37678167.93,0.0,179347.99,3985997.6999999997,54133830.0,2645268.16,2909073.02,1285026.47,19175871.06,2232038.64,2931276.91,179347.99,6025812.98,9185411.2,0.0,0.0,0.0,2268921.43,2000263.04,-45003389.62,291037.81,931.8,19355219.05,517848.18,622018.26,0.0,3480767.48,2253756834.13,4091327.22,16924541.0,0.0,45783159.42,859464.8,0.0,0,0
2024-05-28,1363664.72,273341.14,0.0,0.0,0.0,0.0,4388494.29,46275838.74,0.0,845790.02,847531.03,19470246.44,4512731.21,3115148.8800000004,454442.84,8752071.57,1294744.62,0.0,845790.02,10718583.64,0.0,0.0,273341.14,0.0,6607236.59,1428861.38,-15102063.35,90338.66,-253.4,9871202.73,100247.87,385029.43,0.0,14815538.79,2217353490.29,5410904.86,7055240.24,0.0,15929283.18,852401.07,91436.41,0,0
2024-05-29,2219458.53,0.0,11043601.34,317015.0,0.0,0.0,7916318.82,58841064.97,54687.5,7029062.04,1887042.03,21480008.78,4163943.06,4924798.6899999995,559049.95,12928514.04,911083.05,0.0,7029062.04,6703038.06,19604442.5,0.0,0.0,262327.5,1872780.55,6250952.59,-18431111.97,95089.59,0.0,20274591.08,127486.03,424662.37,0.0,7010260.38,2178788041.1,1475141.88,6501161.43,0.0,15450731.99,1335462.54,4363341.65,0,0
2024-05-30,5402419.44,0.0,0.0,354.81,0.0,-248014694.14,11253727.28,110416097.78,0.0,10693.06,1104047.15,21508614.24,11810914.24,5949984.45,432198.11,13163450.9,1272746.49,0.0,-248004001.08,18046922.67,51284713.28,0.0,0.0,354.81,13618115.67,1476321.77,-13323457.18,261357.45,287.5,-234840195.37,332731.34,502752.55,0.0,4045834.03,1833538685.32,688807.87,11255515.26,0.0,11358934.11,640550.38,0.0,0,0
2024-05-31,3214128.17,0.0,0.0,0.0,0.0,0.0,177958.86,51394960.62,0.0,264677.28,3043345.1399999997,5631614.02,7401739.5,20642631.21,28098.05,40296126.12,1919479.6,0.0,264677.28,10701377.44,0.0,0.0,0.0,0.0,939812.02,5971812.29,22933701.28,18450.28,2656324.2,40560803.4,1323007.82,449062.43,0.0,3583150.68,1822705890.1,5661747.06,33574688.37,0.0,8497000.3,1543417.84,0.0,0,0
2024-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-03,1047679.98,12750079.91,0.0,0.0,0.0,0.0,33648968.03,209030119.69,0.0,5166301.16,4189886.16,101664993.17,12230030.71,3952926.92,2003939.71,110392949.36,2267635.84,0.0,5166301.16,10396581.56,161618.53,0.0,12750079.91,0.0,3068955.41,15061269.93,-14966566.01,41409.25,119.6,128309330.43,1397298.06,750587.62,0.0,177570535.28,1741986037.84,732172.61,95201298.12,0.0,72205911.3,3442559.69,9470704.96,0,0
2024-06-04,9013873.72,289.32,0.0,82.25,0.0,0.0,4588831.52,54781520.77,82.25,9242649.97,643024.74,18185985.09,10977102.89,1271097.01,439727.97,56416467.49,1170108.0,0.0,9242649.97,25651281.36,0.0,0.0,289.32,0.0,2866159.21,1337857.93,34479265.54,-31649.79,0.0,65659489.03,153028.31,577467.19,0.0,4449307.77,1752865902.02,744838.82,54886469.55,0.0,14240178.31,596635.14,10727.29,0,0
2024-06-05,471807.52,0.0,0.0,0.0,0.0,0.0,14338951.22,52372918.93,0.0,49871.21,4646332.2,29851757.450000003,17797419.92,3673888.0700000003,571935.82,76292034.78,3148011.79,0.0,49871.21,20215022.89,360513.13,0.0,0.0,0.0,4789129.67,1977691.9,35489886.98,289351.69,0.0,76341905.99,635065.01,436479.84,0.0,3841253.64,1776835918.08,1540951.04,73997275.93,0.0,20159138.43,559867.6,346279.45,0,0
2024-06-06,109927.7,421386.31,0.0,0.0,0.0,6023124.59,8269665.97,178921180.47,0.0,3518169.04,3107834.09,17303720.42,3666111.04,14183980.22,173533.52,51656241.32,885741.12,0.0,9541293.63,15899228.75,1798765.49,0.0,421386.31,0.0,3116321.31,1675479.63,27781815.46,493362.18,282.91,61618921.26,327843.19,821462.7,0.0,124455844.53,1659533858.87,15925758.25,49746004.87,0.0,12141888.54,509490.96,16399.87,0,0
2024-06-07,122468.86,0.0,0.0,0.0,0.0,0.0,610760.63,43651340.26,0.0,12942926.56,-1896132.77,7077204.31,8066976.53,4472282.44,88193.18,79657402.61,2319049.44,0.0,12942926.56,21983041.27,0.0,0.0,0.0,0.0,5776586.81,2375058.84,68705452.66,668093.01,45687.38,92600329.17,272744.34,520339.86,0.0,1149933.51,1708483717.24,2400534.78,76961859.83,0.0,4570310.91,1536287.26,0.0,0,0
2024-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-10,596665.75,0.0,7691750.0,0.0,0.0,0.0,34826275.38,70143466.25,0.0,708336.34,1167418.12,86139290.16999999,11589578.33,3389495.34,1373657.93,78395085.82,1145465.18,0.0,708336.34,17791831.03,438622.05,0.0,0.0,0.0,763095.77,2918166.78,-14988548.36,585267.23,255.0,79103422.16,1461255.67,845339.24,0.0,25806553.61,1717445219.26,2130185.14,75422608.27,0.0,52480432.91,611316.87,0.0,0,0
2024-06-11,32667.81,138468.76,0.0,167.1,0.0,0.0,12261609.63,122733316.45,0.0,46477.33,2026844.19,29095646.509999998,14518982.52,3131813.86,539617.47,68727394.97,747873.85,0.0,46477.33,5215464.29,0.0,0.0,138468.76,167.1,1116842.93,3201530.82,32836314.13,105738.4,30.0,68912508.16,1325690.98,549717.08,0.0,96918935.76,1663627490.94,1972420.88,65352052.55,0.0,18860881.07,1315532.49,10560.27,0,0
2024-06-12,70887.01,0.0,15125138.38,0.0,0.0,0.0,4375703.54,74157357.11,0.0,52022.31,1315420.48,17198851.18,9523407.44,3766462.21,311908.97,65554393.11,815083.07,0.0,52022.31,17923951.97,22511398.78,0.0,0.0,0.0,920984.92,3989185.44,41184836.45,507649.07,446.25,65606415.42,631615.22,480241.15,0.0,3646479.51,1655077316.85,900105.34,61333749.22,0.0,14138568.12,1488179.33,1388703.49,0,0
2024-06-13,59074.74,0.0,0.0,0.0,0.0,29185346.26,3274033.97,82405790.31,0.0,1432060.14,1219039.2,10707082.690000001,4187220.32,5810558.98,298421.87,96338333.94,2873504.1,0.0,30617406.4,13743999.95,1756516.98,0.0,0.0,0.0,50423343.25,6028708.92,75513811.11,-470858.64,0.0,126955740.34,1473214.58,463044.91,0.0,4526131.66,1699627512.13,2067569.12,90141000.33,0.0,8652087.92,575831.73,3516617.7,0,0
2024-06-14,102255.98,0.0,0.0,1323.0,0.0,0.0,1040523.44,41339875.67,1323.0,1036607.31,9825231.32,7958837.300000001,3420293.27,3929231.4099999997,-73137.49,232039237.89,2375335.89,0.0,1036607.31,18287474.41,0.0,0.0,0.0,0.0,1643826.51,1463364.91,210357017.44,66164.62,0.0,233077168.2,306575.11,429266.05,0.0,13218854.24,1891366632.51,804363.75,230509449.08,0.0,16743545.18,727523.75,0.0,0,0
2024-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-17,18634.22,0.0,17303094.33,0.0,0.0,0.0,51159918.38,91041514.29,0.0,193244433.0,77961764.43,90100328.42,6148514.15,5065375.0,1676869.97,107295268.55,491438501.62,327884.08,193244433.0,7626942.63,5097377.83,0.0,0.0,0.0,45354712.48,2396046.13,-688167184.24,131519784.99,210.0,300539701.55,287457.21,931133.62,0.0,2159389.67,2100865307.33,2296679.37,104542132.95,0.0,116902174.47,779549.02,397696.28,0,0
2024-06-18,56287.92,0.0,0.0,0.0,0.0,0.0,20029848.5,101401919.33,0.0,1079280.09,42064195.98,34440123.599999994,5083802.57,4023534.19,721427.92,119046540.3,9469733.91,0.0,1079280.09,3324695.18,0.0,0.0,0.0,0.0,12583246.98,1676145.92,20583342.93,10012572.13,765.62,120125820.39,176155.55,456603.39,0.0,71086359.61,2119593719.22,5322990.79,117291396.47,0.0,56474471.08,1042621.36,0.0,0,0
2024-06-19,45470.41,0.0,0.0,0.0,302877000.0,0.0,3977437.08,23827018.41,0.0,31478.24,8905294.33,17614838.19,3855736.7,5069992.909999999,369272.36,345040536.07,3840627.02,0.0,31478.24,11269256.32,0.0,0.0,0.0,0.0,1609885.28,306738712.1,6176732.43,1050034.38,13268.5,345072014.31,303973.48,512568.55,0.0,1247243.16,2440840425.12,1076954.19,37954303.41,0.0,22542695.44,641728.42,2390173.15,0,0
2024-06-20,31633845.18,897742.4,0.0,0.0,0.0,53709829.64,7105358.0,76017686.95,0.0,332047.83,6110352.22,15182564.850000001,12202368.41,9868321.979999999,325559.63,63292491.34,3735580.44,0.0,54041877.47,8855279.07,0.0,0.0,897742.4,0.0,5358353.38,2042960.23,34925251.13,606330.68,66916.9,118232111.21,573053.98,559884.32,0.0,6124859.52,2483055278.43,2336056.27,60888134.25,0.0,14187559.07,704854.92,138250.11,0,0
2024-06-21,103135803.33,0.0,0.0,0.0,0.0,0.0,217451.74,152049549.78,0.0,5682307.48,10086090.53,4265894.83,16227922.01,4589807.41,55111.12,99587364.4,4984312.24,0.0,5682307.48,9223081.21,0.0,0.0,0.0,0.0,588494.42,2174806.9,75880891.5,1514329.9,306.5,105269671.88,313301.03,588577.11,0.0,7081324.33,2436277723.4,11829044.45,96786630.12,0.0,14134533.62,1272622.26,0.0,0,0
2024-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-24,15706158.11,0.0,48872582.69,0.0,0.0,0.0,27547378.26,87806501.21,0.0,1323151.2,6661187.71,70060266.38,5246037.95,4981458.64,1449101.93,30978095.35,3197991.84,0.0,1323151.2,4793624.35,4851918.51,0.0,0.0,0.0,1763841.61,8773480.72,-60749275.6,1096929.25,684.83,32301246.55,6638336.56,958621.18,0.0,181582.14,2380772971.74,1897710.33,21716201.51,0.0,49174075.83,1175838.15,0.0,0,0
2024-06-25,28475942.86,1958325.73,0.0,37102290.93,0.0,0.0,5448055.09,79653963.38,29903964.54,65907.33,859396.58,19437329.44,5711337.48,8293529.91,406475.69,31625455.68,1542125.81,0.0,65907.33,23947770.8,0.0,0.0,1958325.73,7198326.39,2708613.39,9038524.3,-791843.27,646413.71,1025337.49,70751979.67,5543845.96,586394.31,0.0,7687886.84,2371872036.53,3315907.05,22099906.43,0.0,14848670.93,1327333.72,555612.82,0,0
2024-06-26,3520468.63,0.0,14288049.25,0.0,0.0,0.0,3858044.01,101102908.68,0.0,1941330.68,2629717.84,16311301.28,15144336.66,9177029.66,459522.88,19813118.03,1401504.73,0.0,1941330.68,36850855.16,313246.28,0.0,0.0,0.0,4006024.23,11631266.67,-13875019.15,757500.52,924.0,21754448.71,257226.43,570523.66,0.0,10758287.74,2292531779.26,7541934.33,7684528.1,0.0,15082975.11,8020082.99,2782509.59,0,0
2024-06-27,3693015.88,0.0,0.0,0.0,0.0,88796737.55,2473168.63,135983265.89,0.0,4383128.6,-1290360.24,9539651.25,8802120.89,8680049.69,250086.97,11971961.17,1576004.29,0.0,93179866.15,37843061.0,0.0,0.0,0.0,0.0,37573127.82,1319170.56,-864035.78,718568.45,665.0,105151827.32,119129.77,557613.39,0.0,37479304.57,2261701935.69,2635461.71,9929914.94,0.0,5776122.38,641762.4,0.0,0,0
2024-06-28,8233643.43,11963357.0,0.0,26460.0,0.0,0.0,1046277.13,86829335.59,0.0,157490.33,2974688.7800000003,6172892.05,8900631.02,56944618.03,-31114.39,39624274.45,1828170.98,0.0,157490.33,11879216.88,0.0,0.0,11963357.0,26460.0,3376455.9,3703727.88,-211557927.83,201267209.45,200820.63,51771581.78,228678.17,466171.37,0.0,5410157.34,2226648459.98,27351240.52,653919.04,0.0,8101303.7,893161.02,1914896.69,0,0
2024-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-01,660181.53,24661432.79,0.0,235867.5,0.0,0.0,30566423.22,193971112.97,0.0,319733.25,1775621.9000000001,78570358.44,3698521.11,27664533.79,1649023.46,76443197.45,2132669.66,0.0,319733.25,32196847.73,0.0,0.0,24661432.79,235867.5,1734445.11,4292264.95,-12747091.71,448085.7,2418.6,101660230.99,277809.83,937818.05,0.0,127474771.09,2134340920.3,864077.66,71828667.45,0.0,49779557.12,873057.58,2201160.89,0,0
2024-07-02,237751.27,0.0,0.0,0.0,0.0,0.0,7244578.09,80172225.35,0.0,23521994.84,1396126.61,24273902.880000003,8729587.07,5330337.58,254654.78,54326002.08,996653.46,0.0,23521994.84,24667083.09,362387.03,0.0,0.0,0.0,2767661.3,1379501.75,25330307.59,352819.31,30.02,77847996.92,119385.04,582934.66,0.0,30840734.04,2132018046.87,7578719.67,52604464.63,0.0,18425451.4,660624.61,16527.42,0,0
2024-07-03,847263.42,0.0,465091.96,3520.06,0.0,0.0,8352683.47,34662600.1,3520.06,2214689.08,798570.52,23394526.54,12190330.0,3244755.11,409569.48,49928973.81,-1416948.68,0.0,2214689.08,6466483.33,500174.89,0.0,0.0,0.0,665506.84,3556619.14,22779489.06,82209.18,0.0,52147182.95,291158.21,571446.01,0.0,5423686.78,2149504635.24,5184246.34,46047416.1,0.0,15840413.59,698803.96,1995210.96,0,0
2024-07-04,9063315.77,0.0,0.0,0.0,0.0,-44412865.14,2059439.35,210076164.27,0.0,767493.5,1880450.4300000002,10268948.05,8869695.31,1865314.7,282332.28,40763204.3,682468.69,6400.0,-43645371.64,6141966.83,3320832.08,0.0,0.0,0.0,4201988.38,1898909.59,25012538.03,258673.53,236739.0,-2882167.34,221168.42,716522.9,0.0,174452667.01,1936547140.63,2632867.89,38385411.01,0.0,10089959.13,724479.27,0.0,0,0
2024-07-05,248764.27,0.0,2451821.14,0.0,0.0,0.0,391489.72,62113219.08,0.0,587420.98,4923436.95,6246039.97,14021116.22,25324439.93,222599.93,93618769.49,1205433.16,0.0,587420.98,8605206.73,0.0,0.0,0.0,0.0,6977203.49,2083572.62,77905229.53,427459.76,345.9,94206190.47,325877.14,497505.78,0.0,2426378.13,1968643012.02,2663286.74,90930199.3,0.0,10777987.2,1259843.8,0.0,0,0
2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-08,141479.03,464299.63,0.0,0.0,0.0,0.0,35301501.15,268966989.04,0.0,2088691.24,3731005.28,88953616.75,5921530.34,1952116.95,1347084.11,79426260.16,802793.93,0.0,2088691.24,3283730.0,0.0,0.0,464299.63,0.0,240906357.07,2776211.66,-18546138.14,291926.66,402501.25,81979251.03,228854.7,1025791.98,0.0,16005552.18,1781657274.46,825983.38,76580288.59,0.0,57383120.88,619740.94,499322.79,0,0
2024-07-09,343472.89,0.0,1225353.14,0.0,0.0,0.0,14107356.58,60649232.77,0.0,13439.25,3347258.5399999996,30861871.29,5019257.27,3481717.96,300401.71,61832542.3,9062708.01,0.0,13439.25,2219994.81,182202.67,0.0,0.0,0.0,860027.83,3062105.48,14705865.21,396188.4,93.35,61845981.55,1176677.4,470501.27,0.0,46503135.37,1782854409.24,910214.49,58674293.16,0.0,20101773.25,1414833.46,0.0,0,0
2024-07-10,50028.45,964.0,70114937.52,0.0,0.0,0.0,8331194.71,148964063.88,0.0,5091.79,3088176.97,22525772.2,6386050.71,3967568.62,471306.09,72747956.44,1194334.7,2871413.9,5091.79,10438051.49,42161359.5,0.0,964.0,0.0,3040997.68,4258331.52,40845889.72,163077.62,1750.0,72754012.23,155979.29,1214655.01,0.0,8793460.26,1706645085.79,1341263.37,68288557.3,0.0,17282754.46,431152.7,2454794.52,0,0
2024-07-11,149014.21,0.0,5737114.29,0.0,0.0,27871701.59,9338665.88,159316358.94,0.0,1875922.16,794479.36,18743614.5,16213679.01,2946072.89,300649.05,74600482.44,602584.02,0.0,29747623.75,4042318.39,2290301.7,0.0,0.0,0.0,34310402.51,1480509.34,52120875.69,190999.69,686.0,104348106.19,338260.29,415700.4,0.0,88394254.6,1651676889.64,5599972.13,72753202.31,0.0,10199427.98,725862.65,0.0,0,0
2024-07-12,241702.03,1219984.22,0.0,0.0,0.0,0.0,602842.26,47109957.54,0.0,909120.95,1920157.32,6153111.78,5674648.31,3023395.92,6677.5,121232503.96,945521.24,0.0,909120.95,6581062.17,0.0,0.0,1219984.22,0.0,21312122.49,7166530.07,103852854.42,973804.99,0.0,123361609.13,5384222.78,676917.86,0.0,8966052.16,1727929692.23,1524821.1,113852127.25,0.0,7470426.84,923757.88,181631.55,0,0
2024-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-15,28766.59,0.0,0.0,0.0,0.0,-17695.19,48798879.25,51661081.01,0.0,96180.9,132187739.13999999,87054508.16,11061574.71,2737736.18,1737630.83,574492611.32,483796891.85,0.0,78485.71,4882532.58,14071800.83,0.0,0.0,0.0,1287258.48,3388381.51,-403099562.18,269306886.58,0.0,574571097.03,155635.63,1262888.71,0.0,15106135.34,2250840764.78,2605407.73,570984098.38,0.0,170443368.05,985917.35,983939.82,0,0
2024-07-16,73919.09,5705100.01,2229824.34,0.0,0.0,0.0,13494330.01,33563566.34,0.0,118401.78,60495422.49,27687900.33,4522872.57,7856680.62,629970.52,150731685.39,12047292.22,86795.3,118401.78,4689871.02,204581.81,0.0,5705100.01,0.0,1738147.22,2277879.03,38175150.61,9254124.6,147.0,156555187.18,231102.28,731115.87,0.0,10851346.91,2373838528.84,1473473.05,148289860.77,0.0,74688992.81,750663.69,564850.19,0,0
2024-07-17,61547.63,0.0,4596006.64,0.0,0.0,0.0,10487398.92,128326934.43,0.0,600910.5,14029874.09,29810808.55,5658401.4,2582949.3200000003,392906.43,67807652.52,1128180.49,0.0,600910.5,5431744.84,9064767.82,0.0,0.0,0.0,23647886.83,3983697.26,14206520.64,3725658.82,581.7,68408563.02,100841.13,716264.08,0.0,76872110.61,2313921537.45,941525.58,63293949.02,0.0,33353283.72,701178.02,2464832.33,0,0
2024-07-18,35974.49,0.0,0.0,0.0,0.0,63944239.57,2073951.7,119780625.37,0.0,408125.06,7857662.39,9900816.89,4598554.06,2737066.55,332503.09,36651035.45,2783375.74,0.0,64352364.63,6227991.83,100583057.39,0.0,0.0,0.0,1186725.11,31309624.01,-18221465.63,2509567.41,651.38,101003400.08,136066.18,789583.65,0.0,3638678.91,2295145179.92,951528.58,5162459.89,0.0,15684527.58,1039858.93,29343463.87,0,0
2024-07-19,23390.83,0.0,0.0,0.0,0.0,0.0,1360315.09,62691833.27,0.0,242346.21,6969820.43,6138320.890000001,7008122.63,13576007.940000001,75003.64,13116546.57,2610735.52,0.0,242346.21,10276127.92,0.0,0.0,0.0,0.0,895132.08,1954492.71,-5566865.91,639119.16,0.0,13358892.78,330094.29,534767.51,0.0,30624469.63,2245812807.54,584502.37,10866133.73,0.0,11747826.23,1089630.91,0.0,0,0
2024-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-22,127287484.54,0.0,0.0,0.0,0.0,0.0,25711567.99,183550145.81,0.0,110299.59,5884383.03,79848953.33,16524129.07,5410857.489999999,1522442.95,1186257.09,4035272.4,0.0,110299.59,6924084.12,0.0,0.0,0.0,0.0,13109096.46,4529015.64,-97300560.08,2161532.1,0.0,1296556.68,212379.21,1015716.21,0.0,13751169.25,2063561026.12,1048504.6,-3847938.27,0.0,60021768.37,2161964.11,1138956.11,0,0
2024-07-23,8744365.47,0.0,3195753.04,0.0,0.0,0.0,4988429.98,58240793.99,0.0,1209231.82,10404908.48,18912375.0,8521128.01,2814213.8,493239.05,10807562.13,3526050.4,0.0,1209231.82,5481596.4,0.0,0.0,0.0,0.0,6631770.99,1249808.34,-24337936.46,126721.52,0.0,12016793.95,130887.64,537524.48,0.0,1409259.74,2017339018.82,21875102.34,9125357.99,0.0,24328853.5,581396.22,0.0,0,0
2024-07-24,13846365.88,0.0,6945979.16,0.0,0.0,0.0,5388947.19,88026780.44,0.0,8421510.7,3497871.7399999998,17407226.15,9166415.35,9374726.58,438310.62,12585325.06,1976191.26,0.0,8421510.7,25178567.24,517360.85,0.0,0.0,0.0,11669183.11,5320340.48,-18381954.34,1761451.8,2.86,21006835.76,97111.25,587003.2,0.0,9425045.34,1950320835.24,2469024.28,6699097.23,0.0,15516150.7,1552003.99,3084219.18,0,0
2024-07-25,28798393.35,3526957.72,0.0,0.0,0.0,83337541.26,1717161.77,107580755.89,0.0,3597644.31,4645619.28,7221453.54,11988745.37,4435049.46,161287.45,18902777.21,2779876.78,0.0,86935185.57,23469420.36,22945677.96,0.0,3526957.72,0.0,2059283.66,5255666.0,-2141789.04,458908.74,0.0,109364920.5,134455.25,437623.16,0.0,12638616.28,1952105392.05,1767323.91,13125356.75,0.0,10149911.05,688168.15,3995419.44,0,0
2024-07-26,4211684.41,0.0,0.0,2170.0,0.0,0.0,244181.88,109630070.92,2170.0,5171558.46,9890296.680000002,5470514.75,9660072.65,7834617.9399999995,185512.11,16802219.34,1768114.88,0.0,5171558.46,64098919.18,0.0,0.0,0.0,0.0,4457798.28,1402815.89,-2782068.12,539768.13,810.34,21975947.8,232350.53,576643.02,0.0,14020037.25,1864453033.93,5674206.23,15072138.43,0.0,15116629.55,588845.51,4166.49,0,0
2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-07-29,1004788.9,6905353.9,12071830.1,26460.0,0.0,-8029652.47,19861775.71,149933628.41,0.0,75309866.87,4538569.34,63423500.370000005,4524188.45,3425505.59,1398317.05,7628613.98,1470069.25,0.0,67280214.4,11610675.09,108326135.53,0.0,6905353.9,26460.0,1814606.83,4126382.37,-68311935.8,683917.17,4683.25,81840642.28,171471.55,1173480.78,0.0,1937360.27,1796361088.45,5518352.88,3202416.38,0.0,48100294.0,1748076.92,1028669.87,0,0
2024-07-30,5013818.9,0.0,0.0,0.0,0.0,0.0,7335399.32,36014766.82,0.0,812525.62,2404131.17,24740696.52,5640424.84,8015045.7299999995,582951.13,45352904.59,1663429.22,4000.0,812525.62,12830552.18,0.0,0.0,0.0,0.0,2511804.19,2515065.11,12522681.54,739439.85,0.0,46165430.21,152718.34,1179085.83,0.0,1563235.5,1806512421.84,620389.53,42653335.43,0.0,19809428.37,1183260.94,0.0,0,0
2024-07-31,2120989.08,3470.0,0.0,235867.5,0.0,0.0,3432098.87,53757247.19,0.0,2336128.14,2468147.9099999997,18264290.28,6357564.04,8249772.220000001,561292.88,46767846.61,1497772.05,0.0,2336128.14,12407381.22,0.0,0.0,3470.0,235867.5,2303594.94,6564375.45,15982159.46,438215.89,1673587.98,49343312.25,206433.29,566112.72,0.0,19802911.88,1802099781.63,3506626.5,39211878.47,0.0,17300339.32,1031529.13,3086712.33,0,0
2024-08-01,1304477.27,5244483.28,0.0,0.0,0.0,0.0,1788057.24,193455638.31,0.0,680685.88,2220640.44,9434166.35,4341380.28,2751303.74,182101.42,55684429.32,1053417.6,0.0,680685.88,8320939.67,0.0,0.0,5244483.28,0.0,1132317.07,1473855.08,40834659.28,233327.41,97.35,61609598.48,73085.22,475435.18,0.0,174692649.45,1670255012.22,1164832.57,53958312.5,0.0,9866749.55,860965.31,64272.02,0,0
2024-08-02,1430219.13,0.0,0.0,0.0,0.0,0.0,311548.3,67189501.27,0.0,763387.0,-27809.14,5507878.11,4980973.91,12832412.43,81290.56,61828747.14,431255.74,6097.15,763387.0,41621406.46,0.0,0.0,0.0,0.0,1514081.41,3107716.9,52520437.46,116220.83,1125.38,62592134.14,380600.3,1811402.75,0.0,2079583.76,1665658290.6,2816483.7,58629273.56,0.0,5168520.67,896898.71,17689.76,0,0
2024-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2024-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
